Algorithm,ExecuteTime,ExploredCells,TotalPath,ShortestPath,Length,MapType,Success
bestFirst,0.0009968280792236328,23,23,19,11,LimitMap,True
greedyBestFirst,0.0,6,6,7,11,LimitMap,True
AStar,0.0,6,6,7,11,LimitMap,True
depthFirst,0.0011360645294189453,114,231,12,11,IdealMap,True
breadthFirst,0.0010442733764648438,66,137,14,11,IdealMap,True
bestFirst,0.0009992122650146484,53,76,13,11,IdealMap,True
greedyBestFirst,0.0,5,9,10,11,IdealMap,True
AStar,0.0,5,8,11,11,IdealMap,True
depthFirst,0.0,14,14,15,11,BaseMap,True
breadthFirst,0.0010001659393310547,47,47,9,11,BaseMap,True
bestFirst,0.0,14,14,15,11,BaseMap,True
greedyBestFirst,0.000118255615234375,10,10,10,11,BaseMap,True
AStar,0.0,10,10,10,11,BaseMap,True
depthFirst,0.0010528564453125,11,11,11,11,ParabolicMap,True
breadthFirst,0.0,52,52,6,11,ParabolicMap,True
bestFirst,0.0,11,11,11,11,ParabolicMap,True
greedyBestFirst,0.0010106563568115234,15,15,9,11,ParabolicMap,True
AStar,0.0010232925415039062,15,15,9,11,ParabolicMap,True
depthFirst,0.0,6,13,14,11,VaryingMap,True
breadthFirst,0.0009903907775878906,48,88,13,11,VaryingMap,True
bestFirst,0.0009860992431640625,26,31,12,11,VaryingMap,True
greedyBestFirst,0.0010039806365966797,10,15,10,11,VaryingMap,True
AStar,0.0,9,11,10,11,VaryingMap,True
depthFirst,0.0,8,8,9,11,LimitMap,True
breadthFirst,0.0010035037994384766,37,37,9,11,LimitMap,True
bestFirst,0.0,10,10,11,11,LimitMap,True
greedyBestFirst,0.0,9,9,10,11,LimitMap,True
AStar,0.0,9,9,10,11,LimitMap,True
depthFirst,0.0019998550415039062,99,204,18,11,IdealMap,True
breadthFirst,0.0010762214660644531,99,192,13,11,IdealMap,True
bestFirst,0.0005786418914794922,52,64,10,11,IdealMap,True
greedyBestFirst,0.0,6,11,14,11,IdealMap,True
AStar,0.0009789466857910156,11,21,22,11,IdealMap,True
depthFirst,0.0009856224060058594,15,15,16,11,BaseMap,True
breadthFirst,0.0,50,50,10,11,BaseMap,True
bestFirst,0.001001119613647461,16,16,16,11,BaseMap,True
greedyBestFirst,0.0,11,11,12,11,BaseMap,True
AStar,0.0010385513305664062,11,11,12,11,BaseMap,True
depthFirst,0.0010006427764892578,18,18,19,11,ParabolicMap,True
breadthFirst,0.002996206283569336,156,156,11,11,ParabolicMap,True
bestFirst,0.002001047134399414,18,18,19,11,ParabolicMap,True
greedyBestFirst,0.0019991397857666016,16,16,13,11,ParabolicMap,True
AStar,0.0026454925537109375,16,16,13,11,ParabolicMap,True
depthFirst,0.0,7,13,16,11,VaryingMap,True
breadthFirst,0.0009970664978027344,55,104,15,11,VaryingMap,True
bestFirst,0.0009980201721191406,25,25,11,11,VaryingMap,True
greedyBestFirst,0.0,7,15,14,11,VaryingMap,True
AStar,0.0,10,14,16,11,VaryingMap,True
depthFirst,0.0010030269622802734,35,35,19,11,LimitMap,True
breadthFirst,0.0,29,29,8,11,LimitMap,True
bestFirst,0.0,46,46,8,11,LimitMap,True
greedyBestFirst,0.0,10,10,8,11,LimitMap,True
AStar,0.0,10,10,8,11,LimitMap,True
depthFirst,0.0009975433349609375,119,241,100,11,IdealMap,True
breadthFirst,0.0,95,179,11,11,IdealMap,True
bestFirst,0.0020024776458740234,74,101,11,11,IdealMap,True
greedyBestFirst,0.0,10,16,13,11,IdealMap,True
AStar,0.0,9,13,13,11,IdealMap,True
depthFirst,0.0,10,10,11,11,BaseMap,True
breadthFirst,0.0011107921600341797,35,35,7,11,BaseMap,True
bestFirst,0.0,10,10,11,11,BaseMap,True
greedyBestFirst,0.0,8,8,7,11,BaseMap,True
AStar,0.0010075569152832031,8,8,7,11,BaseMap,True
depthFirst,0.0010004043579101562,14,14,15,11,ParabolicMap,True
breadthFirst,0.002511262893676758,115,115,9,11,ParabolicMap,True
bestFirst,0.0010151863098144531,14,14,15,11,ParabolicMap,True
greedyBestFirst,0.0009982585906982422,11,11,11,11,ParabolicMap,True
AStar,0.0009989738464355469,11,11,11,11,ParabolicMap,True
depthFirst,0.0,8,15,17,11,VaryingMap,True
breadthFirst,0.0025229454040527344,80,155,16,11,VaryingMap,True
bestFirst,0.0010416507720947266,33,33,10,11,VaryingMap,True
greedyBestFirst,0.0010008811950683594,9,16,18,11,VaryingMap,True
AStar,0.00099945068359375,14,19,17,11,VaryingMap,True
depthFirst,0.0,10,10,11,11,LimitMap,True
breadthFirst,0.0010254383087158203,48,48,11,11,LimitMap,True
bestFirst,0.0,11,11,11,11,LimitMap,True
greedyBestFirst,0.0,10,10,11,11,LimitMap,True
AStar,0.0,10,10,11,11,LimitMap,True
depthFirst,0.0009889602661132812,71,141,24,11,IdealMap,True
breadthFirst,0.0,89,179,10,11,IdealMap,True
bestFirst,0.0010001659393310547,41,51,10,11,IdealMap,True
greedyBestFirst,0.0,10,25,22,11,IdealMap,True
AStar,0.0009813308715820312,9,13,14,11,IdealMap,True
depthFirst,0.0010571479797363281,14,14,13,11,BaseMap,True
breadthFirst,0.0010342597961425781,42,42,9,11,BaseMap,True
bestFirst,0.0,14,14,15,11,BaseMap,True
greedyBestFirst,0.0009996891021728516,12,12,11,11,BaseMap,True
AStar,0.0,12,12,11,11,BaseMap,True
depthFirst,0.0010044574737548828,19,19,20,11,ParabolicMap,True
breadthFirst,0.002991199493408203,161,161,11,11,ParabolicMap,True
bestFirst,0.0009992122650146484,19,19,20,11,ParabolicMap,True
greedyBestFirst,0.0015099048614501953,20,20,17,11,ParabolicMap,True
AStar,0.0734562873840332,20,20,17,11,ParabolicMap,True
depthFirst,0.0,8,18,20,11,VaryingMap,True
breadthFirst,0.0010116100311279297,68,130,15,11,VaryingMap,True
bestFirst,0.001058340072631836,40,53,13,11,VaryingMap,True
greedyBestFirst,0.0020475387573242188,11,19,15,11,VaryingMap,True
AStar,0.0,12,18,15,11,VaryingMap,True
depthFirst,0.0012640953063964844,15,15,13,11,LimitMap,True
breadthFirst,0.0,46,46,11,11,LimitMap,True
bestFirst,0.0,10,10,11,11,LimitMap,True
greedyBestFirst,0.0,15,15,11,11,LimitMap,True
AStar,0.0,15,15,11,11,LimitMap,True
depthFirst,0.0010230541229248047,130,256,93,11,IdealMap,True
breadthFirst,0.0009953975677490234,110,219,13,11,IdealMap,True
bestFirst,0.001995563507080078,154,231,13,11,IdealMap,True
greedyBestFirst,0.0,10,21,20,11,IdealMap,True
AStar,0.0,10,13,13,11,IdealMap,True
depthFirst,0.0,15,15,16,11,BaseMap,True
breadthFirst,0.0,45,45,9,11,BaseMap,True
bestFirst,0.0009963512420654297,13,13,14,11,BaseMap,True
greedyBestFirst,0.0,9,9,10,11,BaseMap,True
AStar,0.0010180473327636719,9,9,10,11,BaseMap,True
depthFirst,0.0,14,14,15,11,ParabolicMap,True
breadthFirst,0.002000570297241211,106,106,8,11,ParabolicMap,True
bestFirst,0.0010623931884765625,14,14,15,11,ParabolicMap,True
greedyBestFirst,0.0,14,14,13,11,ParabolicMap,True
AStar,0.0005366802215576172,14,14,13,11,ParabolicMap,True
depthFirst,0.0,9,14,15,11,VaryingMap,True
breadthFirst,0.0010170936584472656,78,150,13,11,VaryingMap,True
bestFirst,0.0,36,36,10,11,VaryingMap,True
greedyBestFirst,0.0010161399841308594,10,16,14,11,VaryingMap,True
AStar,0.0,10,13,16,11,VaryingMap,True
depthFirst,0.0,16,16,16,11,LimitMap,True
breadthFirst,0.0,46,46,11,11,LimitMap,True
bestFirst,0.0,19,19,18,11,LimitMap,True
greedyBestFirst,0.0,10,10,11,11,LimitMap,True
AStar,0.0,10,10,11,11,LimitMap,True
depthFirst,0.0009987354278564453,152,277,11,11,IdealMap,True
breadthFirst,0.0,75,132,9,11,IdealMap,True
bestFirst,0.002019166946411133,157,235,9,11,IdealMap,True
greedyBestFirst,0.0,7,11,12,11,IdealMap,True
AStar,0.0,7,10,9,11,IdealMap,True
depthFirst,0.0,17,17,15,11,BaseMap,True
breadthFirst,0.0010018348693847656,43,43,9,11,BaseMap,True
bestFirst,0.0,15,15,14,11,BaseMap,True
greedyBestFirst,0.0,8,8,9,11,BaseMap,True
AStar,0.0,8,8,9,11,BaseMap,True
depthFirst,0.0009987354278564453,18,18,19,11,ParabolicMap,True
breadthFirst,0.002583742141723633,152,152,11,11,ParabolicMap,True
bestFirst,0.0010232925415039062,18,18,19,11,ParabolicMap,True
greedyBestFirst,0.002991914749145508,20,20,17,11,ParabolicMap,True
AStar,0.0019865036010742188,20,20,17,11,ParabolicMap,True
depthFirst,0.0,8,16,18,11,VaryingMap,True
breadthFirst,0.0010006427764892578,76,147,13,11,VaryingMap,True
bestFirst,0.0017211437225341797,53,70,12,11,VaryingMap,True
greedyBestFirst,0.0009295940399169922,17,36,27,11,VaryingMap,True
AStar,0.0010311603546142578,18,27,20,11,VaryingMap,True
depthFirst,0.0,36,36,15,11,LimitMap,True
breadthFirst,0.0,41,41,12,11,LimitMap,True
bestFirst,0.0,24,24,16,11,LimitMap,True
greedyBestFirst,0.0009992122650146484,23,23,15,11,LimitMap,True
AStar,0.0,23,23,15,11,LimitMap,True
depthFirst,0.0009999275207519531,172,328,16,11,IdealMap,True
breadthFirst,0.0,62,114,13,11,IdealMap,True
bestFirst,0.0,16,18,8,11,IdealMap,True
greedyBestFirst,0.0010085105895996094,6,9,10,11,IdealMap,True
AStar,0.0,6,8,9,11,IdealMap,True
depthFirst,0.0,10,10,10,11,BaseMap,True
breadthFirst,0.0,29,29,7,11,BaseMap,True
bestFirst,0.0,11,11,11,11,BaseMap,True
greedyBestFirst,0.0,9,9,8,11,BaseMap,True
AStar,0.0009987354278564453,9,9,8,11,BaseMap,True
depthFirst,0.0,12,12,13,11,ParabolicMap,True
breadthFirst,0.0015060901641845703,86,86,8,11,ParabolicMap,True
bestFirst,0.0,12,12,13,11,ParabolicMap,True
greedyBestFirst,0.0,15,15,10,11,ParabolicMap,True
AStar,0.00010752677917480469,15,15,10,11,ParabolicMap,True
depthFirst,0.0,9,15,17,11,VaryingMap,True
breadthFirst,0.0010063648223876953,86,170,21,11,VaryingMap,True
bestFirst,0.002079010009765625,40,40,13,11,VaryingMap,True
greedyBestFirst,0.0,12,29,23,11,VaryingMap,True
AStar,0.0009222030639648438,17,25,19,11,VaryingMap,True
depthFirst,0.0009989738464355469,12,12,12,11,LimitMap,True
breadthFirst,0.0,39,39,9,11,LimitMap,True
bestFirst,0.0,11,11,11,11,LimitMap,True
greedyBestFirst,0.0,8,8,9,11,LimitMap,True
AStar,0.0,8,8,9,11,LimitMap,True
depthFirst,0.0009937286376953125,39,75,28,11,IdealMap,True
breadthFirst,0.001283407211303711,209,423,19,11,IdealMap,True
bestFirst,0.000997304916381836,82,116,20,11,IdealMap,True
greedyBestFirst,0.0,9,15,17,11,IdealMap,True
AStar,0.0,9,15,17,11,IdealMap,True
depthFirst,0.0,12,12,12,11,BaseMap,True
breadthFirst,0.001214742660522461,34,34,8,11,BaseMap,True
bestFirst,0.0,12,12,12,11,BaseMap,True
greedyBestFirst,0.0,11,11,8,11,BaseMap,True
AStar,0.0,11,11,8,11,BaseMap,True
depthFirst,0.0010068416595458984,16,16,17,11,ParabolicMap,True
breadthFirst,0.0019960403442382812,135,135,10,11,ParabolicMap,True
bestFirst,0.002001523971557617,16,16,17,11,ParabolicMap,True
greedyBestFirst,0.0015795230865478516,14,14,13,11,ParabolicMap,True
AStar,0.0009448528289794922,14,14,13,11,ParabolicMap,True
depthFirst,0.0,10,25,28,11,VaryingMap,True
breadthFirst,0.0010046958923339844,97,192,20,11,VaryingMap,True
bestFirst,0.0009996891021728516,46,46,16,11,VaryingMap,True
greedyBestFirst,6.389617919921875e-05,13,26,25,11,VaryingMap,True
AStar,0.0010418891906738281,15,25,22,11,VaryingMap,True
depthFirst,0.0,10,10,10,11,LimitMap,True
breadthFirst,0.0,41,41,10,11,LimitMap,True
bestFirst,0.0,15,15,15,11,LimitMap,True
greedyBestFirst,0.0,10,10,10,11,LimitMap,True
AStar,0.0009996891021728516,10,10,10,11,LimitMap,True
depthFirst,0.00099945068359375,157,316,12,11,IdealMap,True
breadthFirst,0.0010082721710205078,90,181,18,11,IdealMap,True
bestFirst,0.0024957656860351562,134,203,12,11,IdealMap,True
greedyBestFirst,0.0,6,11,14,11,IdealMap,True
AStar,0.0,6,11,14,11,IdealMap,True
depthFirst,0.0,8,8,8,11,BaseMap,True
breadthFirst,0.0010960102081298828,28,28,6,11,BaseMap,True
bestFirst,0.0,10,10,10,11,BaseMap,True
greedyBestFirst,0.0,7,7,7,11,BaseMap,True
AStar,0.0,7,7,7,11,BaseMap,True
depthFirst,0.0,10,10,11,11,ParabolicMap,True
breadthFirst,0.0009706020355224609,53,53,6,11,ParabolicMap,True
bestFirst,0.0009927749633789062,10,10,11,11,ParabolicMap,True
greedyBestFirst,0.0,9,9,8,11,ParabolicMap,True
AStar,0.00012922286987304688,9,9,8,11,ParabolicMap,True
depthFirst,0.0,8,11,14,11,VaryingMap,True
breadthFirst,0.002040386199951172,88,169,17,11,VaryingMap,True
bestFirst,0.0009980201721191406,36,36,12,11,VaryingMap,True
greedyBestFirst,0.0,12,21,22,11,VaryingMap,True
AStar,0.0,14,22,19,11,VaryingMap,True
depthFirst,0.0,12,12,13,11,LimitMap,True
breadthFirst,0.0,39,39,9,11,LimitMap,True
bestFirst,0.0015108585357666016,16,16,15,11,LimitMap,True
greedyBestFirst,0.0,10,10,11,11,LimitMap,True
AStar,0.0,10,10,11,11,LimitMap,True
depthFirst,0.001010894775390625,73,139,32,11,IdealMap,True
breadthFirst,0.002032041549682617,205,419,20,11,IdealMap,True
bestFirst,0.001986265182495117,139,193,23,11,IdealMap,True
greedyBestFirst,0.0,9,19,21,11,IdealMap,True
AStar,0.0,12,21,21,11,IdealMap,True
depthFirst,0.0010395050048828125,20,20,19,11,BaseMap,True
breadthFirst,0.0010008811950683594,57,57,11,11,BaseMap,True
bestFirst,0.0010333061218261719,20,20,18,11,BaseMap,True
greedyBestFirst,0.0005323886871337891,14,14,12,11,BaseMap,True
AStar,0.0,14,14,12,11,BaseMap,True
depthFirst,0.0,14,14,15,11,ParabolicMap,True
breadthFirst,0.0030031204223632812,91,91,8,11,ParabolicMap,True
bestFirst,0.0010666847229003906,14,14,15,11,ParabolicMap,True
greedyBestFirst,0.001012563705444336,17,17,12,11,ParabolicMap,True
AStar,0.0010356903076171875,17,17,12,11,ParabolicMap,True
depthFirst,0.0,9,18,19,11,VaryingMap,True
breadthFirst,0.0016491413116455078,87,170,21,11,VaryingMap,True
bestFirst,0.0,39,39,14,11,VaryingMap,True
greedyBestFirst,0.0,15,24,19,11,VaryingMap,True
AStar,0.0,13,16,15,11,VaryingMap,True
depthFirst,0.0010027885437011719,25,25,22,11,LimitMap,True
breadthFirst,0.0,27,27,8,11,LimitMap,True
bestFirst,0.0,21,21,19,11,LimitMap,True
greedyBestFirst,0.0,7,7,8,11,LimitMap,True
AStar,0.0,7,7,8,11,LimitMap,True
depthFirst,0.0010848045349121094,142,285,19,11,IdealMap,True
breadthFirst,0.0,113,217,12,11,IdealMap,True
bestFirst,0.0010030269622802734,55,74,11,11,IdealMap,True
greedyBestFirst,0.0,7,14,15,11,IdealMap,True
AStar,0.0,8,13,13,11,IdealMap,True
depthFirst,0.001004934310913086,18,18,18,11,BaseMap,True
breadthFirst,0.0,55,55,11,11,BaseMap,True
